docid,label,url,author,title,year,abstract,combined_text,language
1515866,"Martine Carré, Alessandro Riboni. Unequal societies, Unequal Terms of Trade and Trade Policy. European Economic Association & Econometric Society, Dec 2012, Málaga, Spain. pp.16. &#x27E8;hal-01515866&#x27E9;",https://hal.science/hal-01515866,"Martine Carré, Alessandro Riboni","Unequal societies, Unequal Terms of Trade and Trade Policy",2012,"We consider a demand based theory along the lines of Murphy et al. (1989) to study the interaction between income inequalities and trade patterns. We analyze the effect of redistributive policies on the production patterns and welfare. We distinguish an intensive and an extensive channels through which an increase of demand - driven by redistribution or trade opening - leads to output growth inside a country and in its partner country. Trade between dierent countries (in terms of income or inequality) generates a modication of the demand distribution between sectors which impacts the industrialization process, the terms of trade and the welfare distribution within countries. Our framework hopefully provides a basic tool for studying the interactions between changes in taris on welfare and inequalities inside and between countries. We obtain non monotone relationships between the degree of inequality in the home country and the level of income of its trade partner. We can observe a U-shape or an inverted U-shape depending on, among other things, the relative size of the two countries. As a result the welfare eect of trading with unequal countries is ambiguous.","Unequal societies, Unequal Terms of Trade and Trade Policy We consider a demand based theory along the lines of Murphy et al. (1989) to study the interaction between income inequalities and trade patterns. We analyze the effect of redistributive policies on the production patterns and welfare. We distinguish an intensive and an extensive channels through which an increase of demand - driven by redistribution or trade opening - leads to output growth inside a country and in its partner country. Trade between dierent countries (in terms of income or inequality) generates a modication of the demand distribution between sectors which impacts the industrialization process, the terms of trade and the welfare distribution within countries. Our framework hopefully provides a basic tool for studying the interactions between changes in taris on welfare and inequalities inside and between countries. We obtain non monotone relationships between the degree of inequality in the home country and the level of income of its trade partner. We can observe a U-shape or an inverted U-shape depending on, among other things, the relative size of the two countries. As a result the welfare eect of trading with unequal countries is ambiguous.",en
1520016,"Frédéric Blondel, Sabine Delzescaux. O juramento de fraternidade de Robert Castel. Cadernos de Psicologia Social do Trabalho, 2014, 17 (n. spe. 1). &#x27E8;hal-01520016&#x27E9;",https://hal.science/hal-01520016,"Frédéric Blondel, Sabine Delzescaux",O juramento de fraternidade de Robert Castel,2014,"obert Castel était un Monsieur, un grand Monsieur. Et, comme tout grand Monsieur, il savait que la grandeur a des petitesses qui interdisent la vanité et c’est pourquoi une telle qualification l’aurait sans nul doute fait sourire et plaisanter. « Les vices et les vertus, tellement imparfaits », disait Eluard rappelant par là-même que l’écorce dont est fait l’homme n’est qu’aspérités, jeux d’ombres et de lumières.","O juramento de fraternidade de Robert Castel obert Castel était un Monsieur, un grand Monsieur. Et, comme tout grand Monsieur, il savait que la grandeur a des petitesses qui interdisent la vanité et c’est pourquoi une telle qualification l’aurait sans nul doute fait sourire et plaisanter. « Les vices et les vertus, tellement imparfaits », disait Eluard rappelant par là-même que l’écorce dont est fait l’homme n’est qu’aspérités, jeux d’ombres et de lumières.",fr
1516877,"Lisa Chauvet, Hélène Ehrhart. Aid and Growth Evidence from Firm-level Data. AFSE 2015 64th Congress, Jun 2015, Rennes, France. pp.35. &#x27E8;hal-01516877&#x27E9;",https://hal.science/hal-01516877,"Lisa Chauvet, Hélène Ehrhart",Aid and Growth Evidence from Firm-level Data,2015,"This paper explores the impact of foreign aid on  firms growth for a panel of 5,640  firms in 29 developing
countries, 11 of which in Africa. Using the World Bank Enterprise Surveys data and controlling for fi rms
 fixed e ffects, we fi nd a positive impact of foreign aid on sales growth. This result is robust to various checks,
notably to the instrumentation of aid. We then identify the main infrastructure obstacles to  rms growth and examine whether foreign aid contributes to relaxing those constraints. We  nd that electricity and transport are perceived as important constraints which tend to decrease the growth rate of fi rms, as well as the utilization of their productive capacity. Evidence on the impact of aid on infrastructure obstacles
suggests that total aid and aid to the energy sector tend to decrease electricity obstacles. We also show that
transport aid projects, geo-localized at the region level, tend to decrease the transport obstacles.","Aid and Growth Evidence from Firm-level Data This paper explores the impact of foreign aid on  firms growth for a panel of 5,640  firms in 29 developing
countries, 11 of which in Africa. Using the World Bank Enterprise Surveys data and controlling for fi rms
 fixed e ffects, we fi nd a positive impact of foreign aid on sales growth. This result is robust to various checks,
notably to the instrumentation of aid. We then identify the main infrastructure obstacles to  rms growth and examine whether foreign aid contributes to relaxing those constraints. We  nd that electricity and transport are perceived as important constraints which tend to decrease the growth rate of fi rms, as well as the utilization of their productive capacity. Evidence on the impact of aid on infrastructure obstacles
suggests that total aid and aid to the energy sector tend to decrease electricity obstacles. We also show that
transport aid projects, geo-localized at the region level, tend to decrease the transport obstacles.",en
1264075,"Karine Ishii. Le système de prise en charge des personnes âgées dépendantes : le Japon un modèle pour la France ?. Economies et finances. Université Paris Dauphine - Paris IX, 2015. Français. &#x27E8;NNT : 2015PA090032&#x27E9;. &#x27E8;tel-01264075&#x27E9;",https://theses.hal.science/tel-01264075,Karine Ishii,Le système de prise en charge des personnes âgées dépendantes : le Japon un modèle pour la France ?,2015,,Le système de prise en charge des personnes âgées dépendantes : le Japon un modèle pour la France ? ,fr
1518169,"Frédéric Blondel, Sabine Delzescaux. L’aide familiale aux personnes âgées fragilisées : enjeux et perspectives. Soins Gérontologie, 2012, 17 (94), &#x27E8;10.1016/j.sger.2012.02.002&#x27E9;. &#x27E8;hal-01518169&#x27E9;",https://hal.science/hal-01518169,"Frédéric Blondel, Sabine Delzescaux",L’aide familiale aux personnes âgées fragilisées : enjeux et perspectives,2012,"L’accompagnement actuel des personnes âgées fragilisées, c’est-à-dire confrontées à une pluralité de dépendances physiques et psychiques, est le fruit de transformations relativement récentes et diverses.

La pacification des rapports sociaux depuis plus d’un demi-siècle, le développement des politiques sociales, des politiques de prévention des risques, notamment dans le domaine de la santé publique et l’édiction de nouvelles normes d’hygiène de vie ont permis un allongement sensible de la durée de vie.","L’aide familiale aux personnes âgées fragilisées : enjeux et perspectives L’accompagnement actuel des personnes âgées fragilisées, c’est-à-dire confrontées à une pluralité de dépendances physiques et psychiques, est le fruit de transformations relativement récentes et diverses.

La pacification des rapports sociaux depuis plus d’un demi-siècle, le développement des politiques sociales, des politiques de prévention des risques, notamment dans le domaine de la santé publique et l’édiction de nouvelles normes d’hygiène de vie ont permis un allongement sensible de la durée de vie.",fr
4233040,"Emmanuelle Lavallée, François Roubaud. Corruption in the informal sector: evidence from West Africa. 2023. &#x27E8;hal-04233040&#x27E9;",https://hal.science/hal-04233040,"Emmanuelle Lavallée, François Roubaud",Corruption in the informal sector: evidence from West Africa,2023,,Corruption in the informal sector: evidence from West Africa ,en
1523961,"Sophie Guthmuller, Florence Jusot, Jérôme Wittwer. Improving take-up of health insurance program: a social experiment in France. Journal of Human Resources, 2014, 49 (1), pp.167-194. &#x27E8;10.3368/jhr.49.1.167&#x27E9;. &#x27E8;hal-01523961&#x27E9;",https://hal.science/hal-01523961,"Sophie Guthmuller, Florence Jusot, Jérôme Wittwer",Improving take-up of health insurance program: a social experiment in France,2014,"This paper is based on a randomised social experiment conducted in order to understand the low take-up rate of a Complementary health-insurance voucher program for the poorest in France (the Aide Complémentaire Santé: ACS). We explore two of the main hypotheses put forward to explain low enrolment: a lack of information about the program and a voucher amount considered to be too low. A sample of eligible individuals living in an urban area in Northern France were randomly split into three groups: a control group who benefited from the standard level of financial aid; a group benefiting from an increase in the value of the voucher; and a third group benefiting from the same increase along with an invitation to an information meeting regarding ACS. We show that the voucher increase has a small but statistically significant effect on ACS take-up. The invitation to the meeting appears to cancel out the positive effect of the voucher increase. Using an instrumental variable model to control for potential selection bias, we find ambiguous evidence of the meeting attendance on ACS take-up. This study confirms the difficulties that are faced in increasing the health insurance
coverage of poor populations via subsidy programs.","Improving take-up of health insurance program: a social experiment in France This paper is based on a randomised social experiment conducted in order to understand the low take-up rate of a Complementary health-insurance voucher program for the poorest in France (the Aide Complémentaire Santé: ACS). We explore two of the main hypotheses put forward to explain low enrolment: a lack of information about the program and a voucher amount considered to be too low. A sample of eligible individuals living in an urban area in Northern France were randomly split into three groups: a control group who benefited from the standard level of financial aid; a group benefiting from an increase in the value of the voucher; and a third group benefiting from the same increase along with an invitation to an information meeting regarding ACS. We show that the voucher increase has a small but statistically significant effect on ACS take-up. The invitation to the meeting appears to cancel out the positive effect of the voucher increase. Using an instrumental variable model to control for potential selection bias, we find ambiguous evidence of the meeting attendance on ACS take-up. This study confirms the difficulties that are faced in increasing the health insurance
coverage of poor populations via subsidy programs.",en
2895082,"Patrice Geoffron. Smart cities and smart mobilities. The Automobile Revolution : Towards a New Electro-Mobility Paradigm, pp.87-98, 2017, &#x27E8;10.1007/978-3-319-45838-0_6&#x27E9;. &#x27E8;hal-02895082&#x27E9;",https://hal.science/hal-02895082,Patrice Geoffron,Smart cities and smart mobilities,2017,"Sociodemographics are transforming the world into an ‘archipelago of cities’, with over 70 % of the world’s population concentrated in urban environments by 2050. This trend brings as many threats (impact of pollution on public health, economic losses caused by congestion) as perspectives for new urban organizations. In this context, ‘smart cities’ are emerging. Although heterogeneous, smart cities have in common the optimization of data management to improve urban services, i.e. transport, energy, waste, habitat, health, education and culture. The issue of transportation crosses over all aspects of smart cities, whether in terms of urban design and social organization (more compact towns and distance work to reduce flows), or organizing new ways to manage vehicle capacities and infrastructure (shared fleets, car sharing, urban charging, road lane management), combined with the mid- or long-term dissemination of incremental innovations (electric vehicles) or disruptive innovations (autonomous vehicles). For the traditional automobile ecosystem (car and equipment manufacturers, etc.), the emergence of smart cities constitutes a potentially disruptive challenge with the calling into question of combustion cars in towns, new competition with other industrial players (information technology, community services, utilities, etc.) and the diversification of economic models (reliance on big data, less ownership, more service-rich).","Smart cities and smart mobilities Sociodemographics are transforming the world into an ‘archipelago of cities’, with over 70 % of the world’s population concentrated in urban environments by 2050. This trend brings as many threats (impact of pollution on public health, economic losses caused by congestion) as perspectives for new urban organizations. In this context, ‘smart cities’ are emerging. Although heterogeneous, smart cities have in common the optimization of data management to improve urban services, i.e. transport, energy, waste, habitat, health, education and culture. The issue of transportation crosses over all aspects of smart cities, whether in terms of urban design and social organization (more compact towns and distance work to reduce flows), or organizing new ways to manage vehicle capacities and infrastructure (shared fleets, car sharing, urban charging, road lane management), combined with the mid- or long-term dissemination of incremental innovations (electric vehicles) or disruptive innovations (autonomous vehicles). For the traditional automobile ecosystem (car and equipment manufacturers, etc.), the emergence of smart cities constitutes a potentially disruptive challenge with the calling into question of combustion cars in towns, new competition with other industrial players (information technology, community services, utilities, etc.) and the diversification of economic models (reliance on big data, less ownership, more service-rich).",en
4161330,"C.D. Elvidge, K. Baugh, T. Ghosh, M. Zhizhin, F. Chi Hsu, et al.. Fifty years of nightly global low-light imaging satellite observations. Frontiers in Remote Sensing, 2022, 3, 919937 [16 p.]. &#x27E8;10.3389/frsen.2022.919937&#x27E9;. &#x27E8;hal-04161330&#x27E9;",https://hal.science/hal-04161330,C.D,"Elvidge, K",2022,"The history of satellite remote sensing of nighttime lights traces it is roots back the U.S. Air Force Defense Meteorological Satellite Program (DMSP) which began flying polar orbiting satellites with cloud imaging sensors in the 1970's. The meteorologists found that they could improve weather predictions with visible and thermal band imagery. The visible band channels on early DMSP satellites worked well in the daytime  - but were unable to see clouds at nights. Visible band low light imaging was added in the mid-1970's using photomultiplier tubes to amplify the signal, enabling the detection of moonlit clouds. In 1992, NOAA established a digital archive for DMSP data at the National Geophysical Data Center in Boulder, Colorado. The Earth Observation Group (EOG) was formed in 1994 and dedicated it is efforts to making global nighttime light data products for uses by the science and policy communities. Many of the shortcomings of DMSP data were addressed with the NASA/NOAA Visible Infrared Imaging Radiometer Suite (VIIRS) day/night band (DNB), which opened a new era in nighttime light studies. In total, EOG has produced 65 annual global nighttime light products and over 650 monthly products","Elvidge, K The history of satellite remote sensing of nighttime lights traces it is roots back the U.S. Air Force Defense Meteorological Satellite Program (DMSP) which began flying polar orbiting satellites with cloud imaging sensors in the 1970's. The meteorologists found that they could improve weather predictions with visible and thermal band imagery. The visible band channels on early DMSP satellites worked well in the daytime  - but were unable to see clouds at nights. Visible band low light imaging was added in the mid-1970's using photomultiplier tubes to amplify the signal, enabling the detection of moonlit clouds. In 1992, NOAA established a digital archive for DMSP data at the National Geophysical Data Center in Boulder, Colorado. The Earth Observation Group (EOG) was formed in 1994 and dedicated it is efforts to making global nighttime light data products for uses by the science and policy communities. Many of the shortcomings of DMSP data were addressed with the NASA/NOAA Visible Infrared Imaging Radiometer Suite (VIIRS) day/night band (DNB), which opened a new era in nighttime light studies. In total, EOG has produced 65 annual global nighttime light products and over 650 monthly products",en
1657147,"Hélène Blake, Clémentine Garrouste. Collateral effects of a pension reform in France. 2017. &#x27E8;halshs-00703706v3&#x27E9;",https://shs.hal.science/halshs-00703706v3,"Hélène Blake, Clémentine Garrouste",Collateral effects of a pension reform in France,2017,"We measure the effects of the 1993 French pension reform on health, especially the reform has gradually increased the length of the contribution period required to benefit from a full pension, as well as the number of earnings years taken into account to calculate pension benefits. Most importantly, the reform heterogeneously has affected different cohorts of individuals, creating a quasi-experimental framework. Given that this reform concerned only private sector workers, we use the results of a survey on health ran in 2005 and a difference-in-differences analysis to compare health outcomes between two population samples, one composed of private sector workers and another of public sector workers.
The results show significant differences between these two samples in two health measures – perceived health and physical health – but concentrated on less-educated individuals exclusively.","Collateral effects of a pension reform in France We measure the effects of the 1993 French pension reform on health, especially the reform has gradually increased the length of the contribution period required to benefit from a full pension, as well as the number of earnings years taken into account to calculate pension benefits. Most importantly, the reform heterogeneously has affected different cohorts of individuals, creating a quasi-experimental framework. Given that this reform concerned only private sector workers, we use the results of a survey on health ran in 2005 and a difference-in-differences analysis to compare health outcomes between two population samples, one composed of private sector workers and another of public sector workers.
The results show significant differences between these two samples in two health measures – perceived health and physical health – but concentrated on less-educated individuals exclusively.",en
4244611,"Brigitte Dormont, Alexis Dottin, Paul Dourgnon. The appropriate use of emergency departments: evidence from a French survey. 2023. &#x27E8;hal-04244611&#x27E9;",https://hal.science/hal-04244611,"Brigitte Dormont, Alexis Dottin, Paul Dourgnon",The appropriate use of emergency departments: evidence from a French survey,2023,"This paper analyses the determinants of the appropriateness of emergency room visits for adult patients (18+), distinguishing between individual patient characteristics and primary care supply characteristics. There is evidence that emergency care can substitute to some extent to primary care for reasons that have nothing to do with the urgency of care needs. This can lead to avoidable emergency visits that raises concerns about the efficiency of care provision. We take advantage of a unique French survey called “Enquête urgence”, implemented in 2013 by the French Ministry of Health, where the characteristics of all ED visits in French hospitals have been exhaustively recorded during one day (24h). While no administrative data collected at the hospital level or from emergency departments (ED) provide direct observation of avoidable ED visits, this survey collected for each visits three direct assessments of appropriateness completed by a physician, of which one is collected ex ante (before the beginning of medical examinations) and two ex post. We first compare our direct assessments of visit appropriateness with classical indicators used in studies on administrative data. We find that 52% of emergency room visits are deemed necessary ex post by the physician, 34% are deemed divertible (conditions that would have been treated more efficiently by a primary care physician the same day) and 15% are judged delayable (there was no emergency and thus the ED visit could have been avoided). Then  we examine the determinants of avoidable visits by OLS and multinomial logit (MNL) estimates. We show that (i) financial barriers increase the risk of avoidable ED visits; (ii) accessibility of primary care services is positively associated with appropriateness. Finally we are able to assess the ED visits that were exposed to a “type one error” - i.e. visits that are deemed avoidable at entry but which prove to be appropriate after medical examinations. We find that a non-negligible number of patients, namely 1041 patients (4.27% of the sample) were at risk of a type one error and that this risk is not randomly assigned among patients.","The appropriate use of emergency departments: evidence from a French survey This paper analyses the determinants of the appropriateness of emergency room visits for adult patients (18+), distinguishing between individual patient characteristics and primary care supply characteristics. There is evidence that emergency care can substitute to some extent to primary care for reasons that have nothing to do with the urgency of care needs. This can lead to avoidable emergency visits that raises concerns about the efficiency of care provision. We take advantage of a unique French survey called “Enquête urgence”, implemented in 2013 by the French Ministry of Health, where the characteristics of all ED visits in French hospitals have been exhaustively recorded during one day (24h). While no administrative data collected at the hospital level or from emergency departments (ED) provide direct observation of avoidable ED visits, this survey collected for each visits three direct assessments of appropriateness completed by a physician, of which one is collected ex ante (before the beginning of medical examinations) and two ex post. We first compare our direct assessments of visit appropriateness with classical indicators used in studies on administrative data. We find that 52% of emergency room visits are deemed necessary ex post by the physician, 34% are deemed divertible (conditions that would have been treated more efficiently by a primary care physician the same day) and 15% are judged delayable (there was no emergency and thus the ED visit could have been avoided). Then  we examine the determinants of avoidable visits by OLS and multinomial logit (MNL) estimates. We show that (i) financial barriers increase the risk of avoidable ED visits; (ii) accessibility of primary care services is positively associated with appropriateness. Finally we are able to assess the ED visits that were exposed to a “type one error” - i.e. visits that are deemed avoidable at entry but which prove to be appropriate after medical examinations. We find that a non-negligible number of patients, namely 1041 patients (4.27% of the sample) were at risk of a type one error and that this risk is not randomly assigned among patients.",en
1619834,"Guillaume Daudin. Cities of Commerce: How can we test the hypothesis?. Tijdschrift voor Sociale en Economische Geschiedenis / The Low Countries Journal of Social and Economic History, 2014, 11 (4), pp.55-60. &#x27E8;10.18352/tseg.168&#x27E9;. &#x27E8;hal-01619834&#x27E9;",https://hal.science/hal-01619834,Guillaume Daudin,Cities of Commerce: How can we test the hypothesis?,2014,,Cities of Commerce: How can we test the hypothesis? ,en
1483790,"Messaoud Boudhiaf, Jean-Marc Siroën. Ouverture économique et développement. Réalités et ambiguïtés d’une relation. Ouverture et développement économique, pp.5-20, 2001. &#x27E8;hal-01483790&#x27E9;",https://hal.science/hal-01483790,"Messaoud Boudhiaf, Jean-Marc Siroën",Ouverture économique et développement,2001,"A l'heure où la globalisation « libérale » est remise en cause par de nouveaux acteurs de la société civile, les économistes doivent contribuer à alimenter le débat sur la contribution de l'ouverture économique à la croissance et au développement.

Ils le font, dans cet ouvrage avec rigueur et sans parti pris. Les contributions mettent ainsi en balance les avantages et les inconvénients des politiques d'ouverture que celles-ci portent sur le commerce international, sur les investissements directs ou sur les autres flux financiers. 

Ils n'hésitent pas à confronter les théories à la réalité empirique. Ils contribuent ainsi à combler certaines insuffisances des travaux antérieurs qui conduisaient souvent à des conclusions trop hâtives. Les résultats, parfois contrastées, convergent pour constater que si l'ouverture économique contribue le plus souvent au développement, son succès dépend d'autres facteurs liés, notamment, à la gouvernance, aux institutions, au capital humain disponible, aux mesures d'accompagnement. Si les conclusions sont nuancées, c'est parce que l'ouverture économique prend des formes différentes, dans des sociétés hétérogènes, exposées à des contraintes et à un environnement spécifiques. Les développements sont organisés autour de trois parties: l'étude empirique du lien entre l'ouverture économique et le développement, les avantages et les risques de l'ouverture, les expériences nationales ou régionales.

Cet ouvrage présente les résultats les plus significatifs des travaux du onzième colloque bisannuel du GDR du CNRS « Économie et Finance Internationales » organisé en juin 2000 à Tunis par le Laboratoire d'Intégration Économique Internationale (LIEI), Faculté des Sciences Économiques et de Gestion de Tunis de l'Université Tunis El Manar et par le Centre EURIsCO (ex-CERESA) de l'Université Paris-Dauphine. Ce colloque a réuni des économistes des universités françaises, tunisiennes ainsi que des universitaires d'autres pays, des banques, des entreprises, des administrations et des organismes économiques nationaux et internationaux.","Ouverture économique et développement A l'heure où la globalisation « libérale » est remise en cause par de nouveaux acteurs de la société civile, les économistes doivent contribuer à alimenter le débat sur la contribution de l'ouverture économique à la croissance et au développement.

Ils le font, dans cet ouvrage avec rigueur et sans parti pris. Les contributions mettent ainsi en balance les avantages et les inconvénients des politiques d'ouverture que celles-ci portent sur le commerce international, sur les investissements directs ou sur les autres flux financiers. 

Ils n'hésitent pas à confronter les théories à la réalité empirique. Ils contribuent ainsi à combler certaines insuffisances des travaux antérieurs qui conduisaient souvent à des conclusions trop hâtives. Les résultats, parfois contrastées, convergent pour constater que si l'ouverture économique contribue le plus souvent au développement, son succès dépend d'autres facteurs liés, notamment, à la gouvernance, aux institutions, au capital humain disponible, aux mesures d'accompagnement. Si les conclusions sont nuancées, c'est parce que l'ouverture économique prend des formes différentes, dans des sociétés hétérogènes, exposées à des contraintes et à un environnement spécifiques. Les développements sont organisés autour de trois parties: l'étude empirique du lien entre l'ouverture économique et le développement, les avantages et les risques de l'ouverture, les expériences nationales ou régionales.

Cet ouvrage présente les résultats les plus significatifs des travaux du onzième colloque bisannuel du GDR du CNRS « Économie et Finance Internationales » organisé en juin 2000 à Tunis par le Laboratoire d'Intégration Économique Internationale (LIEI), Faculté des Sciences Économiques et de Gestion de Tunis de l'Université Tunis El Manar et par le Centre EURIsCO (ex-CERESA) de l'Université Paris-Dauphine. Ce colloque a réuni des économistes des universités françaises, tunisiennes ainsi que des universitaires d'autres pays, des banques, des entreprises, des administrations et des organismes économiques nationaux et internationaux.",fr
4370227,"V. Filipe Martins-Da-Rocha, Toan Phan, Yiannis Vailakis. Credit Rationing in Unsecured Debt Markets. 2023. &#x27E8;hal-04370227&#x27E9;",https://hal.science/hal-04370227,V,"Filipe Martins-Da-Rocha, Toan Phan, Yiannis Vailakis",2023,"In dynamic general equilibrium models featuring unsecured debt, the risk of default and the absence of collateral pose significant challenges to debt sustainability. Traditional models focus on the largest permissible debt limits consistent with repayment incentives and show that they inevitably form a bubble-current debt must be exactly rolled over indefinitely so that no effective repayment is ever made. This research challenges this paradigm by shifting the focus on equilibria with more restrictive debt limits. We establish that, under certain conditions, a credit rationing intervention can make everybody in the economy better off. By reassessing the choice and impact of debt ceilings in credit markets, we identify potential strategies to boost overall economic efficiency and welfare. Our findings shed light on the dynamics of unsecured debt markets and offer policymakers and economists a fresh perspective on managing debt without collateral.","Filipe Martins-Da-Rocha, Toan Phan, Yiannis Vailakis In dynamic general equilibrium models featuring unsecured debt, the risk of default and the absence of collateral pose significant challenges to debt sustainability. Traditional models focus on the largest permissible debt limits consistent with repayment incentives and show that they inevitably form a bubble-current debt must be exactly rolled over indefinitely so that no effective repayment is ever made. This research challenges this paradigm by shifting the focus on equilibria with more restrictive debt limits. We establish that, under certain conditions, a credit rationing intervention can make everybody in the economy better off. By reassessing the choice and impact of debt ceilings in credit markets, we identify potential strategies to boost overall economic efficiency and welfare. Our findings shed light on the dynamics of unsecured debt markets and offer policymakers and economists a fresh perspective on managing debt without collateral.",en
1535244,"Basak Bayramoglu, Michael Finus, Jean-François Jacques. Climate coalitions in a mitigation-adaptation game. 2nd FAERE Annual Conference, Sep 2015, Toulouse, France. 43 p. &#x27E8;hal-01535244&#x27E9;",https://hal.science/hal-01535244,"Basak Bayramoglu, Michael Finus, Jean-François Jacques",Climate coalitions in a mitigation-adaptation game,2015,,Climate coalitions in a mitigation-adaptation game ,en
950678,"Francoise Forges, Antoine Salomon. Bayesian repeated games and reputation. 2014. &#x27E8;hal-00803919v5&#x27E9;",https://hal.science/hal-00803919v5,"Francoise Forges, Antoine Salomon",Bayesian repeated games and reputation,2014,"The folk theorem characterizes the (subgame perfect) Nash equilibrium payoffs of an undiscounted or discounted infinitely repeated game - with fully informed, patient players - as the feasible individually rational payoffs of the one-shot game. To which extent does the result still hold when every player privately knows his own payoffs ? Under appropriate assumptions (private values and uniform punishments), the Nash equilibria of the Bayesian infinitely repeated game without discounting are payoff equivalent to tractable, completely revealing, equilibria and can be achieved as interim cooperative solutions of the initial Bayesian game. This characterization does not apply to discounted games with sufficiently patient players. In a class of public good games, the set of Nash equilibrium payoffs of the undiscounted game can be empty, while limit (perfect Bayesian) Nash equilibrium payoffs of the discounted game, as players become infinitely patient, do exist. These equilibria share some features with the ones of multi-sided reputation models.","Bayesian repeated games and reputation The folk theorem characterizes the (subgame perfect) Nash equilibrium payoffs of an undiscounted or discounted infinitely repeated game - with fully informed, patient players - as the feasible individually rational payoffs of the one-shot game. To which extent does the result still hold when every player privately knows his own payoffs ? Under appropriate assumptions (private values and uniform punishments), the Nash equilibria of the Bayesian infinitely repeated game without discounting are payoff equivalent to tractable, completely revealing, equilibria and can be achieved as interim cooperative solutions of the initial Bayesian game. This characterization does not apply to discounted games with sufficiently patient players. In a class of public good games, the set of Nash equilibrium payoffs of the undiscounted game can be empty, while limit (perfect Bayesian) Nash equilibrium payoffs of the discounted game, as players become infinitely patient, do exist. These equilibria share some features with the ones of multi-sided reputation models.",en
1294793,"Celine Bignebat, Pierre-Marie Bosc, Philippe Perrier-Cornet. A labour-based approach to the analysis of structural transformation: application to French agricultural holdings 2000. [University works] auto-saisine. 2015, 17 p. &#x27E8;hal-01294793&#x27E9;",https://hal.science/hal-01294793,"Celine Bignebat, Pierre-Marie Bosc, Philippe Perrier-Cornet",A labour-based approach to the analysis of structural transformation: application to French agricultural holdings 2000,2015,,A labour-based approach to the analysis of structural transformation: application to French agricultural holdings 2000 ,en
2876986,"Lucas Chancel, Denis Cogneau, Amory Gethin, Alix Myczkowski. How large are African inequalities? Towards Distributional National Accounts in Africa, 1990 - 2017. 2019. &#x27E8;hal-02876986&#x27E9;",https://pjse.hal.science/hal-02876986,"Lucas Chancel, Denis Cogneau, Amory Gethin, Alix Myczkowski","How large are African inequalities? Towards Distributional National Accounts in Africa, 1990 - 2017",2019,,"How large are African inequalities? Towards Distributional National Accounts in Africa, 1990 - 2017 ",en
